1721A Image greedy,implementation "You have an image file of size 2\xc3\x972, consisting of 4 pixels. Each pixel can have one of 26 different colors, denoted by lowercase Latin letters.You want to recolor some of the pixels of the image so that all 4 pixels have the same color. In one move, you can choose no more than two pixels of the same color and paint them into some other color (if you choose two pixels, both should be painted into the same color).What is the minimum number of moves you have to make in order to fulfill your goal?" 800
1720E "Misha and Paintings" "constructive algorithms,data structures,greedy,implementation,math" "Misha has a square n\xc3\x97n matrix, where the number in row i and column j is equal to ai,j. Misha wants to modify the matrix to contain exactly k distinct integers. To achieve this goal, Misha can perform the following operation zero or more times:  choose any square submatrix of the matrix (you choose (x1,y1), (x2,y2), such that x1\xe2\x89\xa4x2, y1\xe2\x89\xa4y2, x2\xe2\x88\x92x1=y2\xe2\x88\x92y1, then submatrix is a set of cells with coordinates (x,y), such that x1\xe2\x89\xa4x\xe2\x89\xa4x2, y1\xe2\x89\xa4y\xe2\x89\xa4y2),  choose an integer k, where 1\xe2\x89\xa4k\xe2\x89\xa4n2,  replace all integers in the submatrix with k. Please find the minimum number of operations that Misha needs to achieve his goal." 2700
1720D2 "Xor-Subsequence (hard version)" "bitmasks,data structures,dp,strings,trees" "It is the hard version of the problem. The only difference is that in this version ai\xe2\x89\xa4109.You are given an array of n integers a0,a1,a2,\xe2\x80\xa6an\xe2\x88\x921. Bryap wants to find the longest beautiful subsequence in the array.An array b=[b0,b1,\xe2\x80\xa6,bm\xe2\x88\x921], where 0\xe2\x89\xa4b0<b1<\xe2\x80\xa6<bm\xe2\x88\x921<n, is a subsequence of length m of the array a.Subsequence b=[b0,b1,\xe2\x80\xa6,bm\xe2\x88\x921] of length m is called beautiful, if the following condition holds:   For any p (0\xe2\x89\xa4p<m\xe2\x88\x921) holds: abp\xe2\x8a\x95bp+1<abp+1\xe2\x8a\x95bp. Here a\xe2\x8a\x95b denotes the bitwise XOR of a and b. For example, 2\xe2\x8a\x954=6 and 3\xe2\x8a\x951=2.Bryap is a simple person so he only wants to know the length of the longest such subsequence. Help Bryap and find the answer to his question." 2400
1720D1 "Xor-Subsequence (easy version)" "bitmasks,brute force,dp,strings,trees,two pointers" "It is the easy version of the problem. The only difference is that in this version ai\xe2\x89\xa4200.You are given an array of n integers a0,a1,a2,\xe2\x80\xa6an\xe2\x88\x921. Bryap wants to find the longest beautiful subsequence in the array.An array b=[b0,b1,\xe2\x80\xa6,bm\xe2\x88\x921], where 0\xe2\x89\xa4b0<b1<\xe2\x80\xa6<bm\xe2\x88\x921<n, is a subsequence of length m of the array a.Subsequence b=[b0,b1,\xe2\x80\xa6,bm\xe2\x88\x921] of length m is called beautiful, if the following condition holds:   For any p (0\xe2\x89\xa4p<m\xe2\x88\x921) holds: abp\xe2\x8a\x95bp+1<abp+1\xe2\x8a\x95bp. Here a\xe2\x8a\x95b denotes the bitwise XOR of a and b. For example, 2\xe2\x8a\x954=6 and 3\xe2\x8a\x951=2.Bryap is a simple person so he only wants to know the length of the longest such subsequence. Help Bryap and find the answer to his question." 1800
1720C Corners greedy,implementation "You are given a matrix consisting of n rows and m columns. Each cell of this matrix contains 0 or 1.Let\'s call a square of size 2\xc3\x972 without one corner cell an L-shape figure. In one operation you can take one L-shape figure, with at least one cell containing 1 and replace all numbers in it with zeroes.Find the maximum number of operations that you can do with the given matrix." 1200
1720B "Interesting Sum" "brute force,data structures,greedy,math,sortings" "You are given an array a that contains n integers. You can choose any proper subsegment al,al+1,\xe2\x80\xa6,ar of this array, meaning you can choose any two integers 1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n, where r\xe2\x88\x92l+1<n. We define the beauty of a given subsegment as the value of the following expression:max(a1,a2,\xe2\x80\xa6,al\xe2\x88\x921,ar+1,ar+2,\xe2\x80\xa6,an)\xe2\x88\x92min(a1,a2,\xe2\x80\xa6,al\xe2\x88\x921,ar+1,ar+2,\xe2\x80\xa6,an)+max(al,\xe2\x80\xa6,ar)\xe2\x88\x92min(al,\xe2\x80\xa6,ar).Please find the maximum beauty among all proper subsegments." 800
1720A "Burenka Plays with Fractions" "math,number theory" "Burenka came to kindergarden. This kindergarten is quite strange, so each kid there receives two fractions (ab and cd) with integer numerators and denominators. Then children are commanded to play with their fractions.Burenka is a clever kid, so she noticed that when she claps once, she can multiply numerator or denominator of one of her two fractions by any integer of her choice (but she can\'t multiply denominators by 0). Now she wants know the minimal number of claps to make her fractions equal (by value). Please help her and find the required number of claps!" 900
1719C "Fighting Tournament" "binary search,data structures,implementation,two pointers" "Burenka is about to watch the most interesting sporting event of the year \xe2\x80\x94 a fighting tournament organized by her friend Tonya.n athletes participate in the tournament, numbered from 1 to n. Burenka determined the strength of the i-th athlete as an integer ai, where 1\xe2\x89\xa4ai\xe2\x89\xa4n. All the strength values are different, that is, the array a is a permutation of length n. We know that in a fight, if ai>aj, then the i-th participant always wins the j-th.The tournament goes like this: initially, all n athletes line up in ascending order of their ids, and then there are infinitely many fighting rounds. In each round there is exactly one fight: the first two people in line come out and fight. The winner goes back to the front of the line, and the loser goes to the back.Burenka decided to ask Tonya q questions. In each question, Burenka asks how many victories the i-th participant gets in the first k rounds of the competition for some given numbers i and k. Tonya is not very good at analytics, so he asks you to help him answer all the questions." 1400
1719B "Mathematical Circus" "constructive algorithms,math" "A new entertainment has appeared in Buryatia \xe2\x80\x94 a mathematical circus! The magician shows two numbers to the audience \xe2\x80\x94 n and k, where n is even. Next, he takes all the integers from 1 to n, and splits them all into pairs (a,b) (each integer must be in exactly one pair) so that for each pair the integer (a+k)\xe2\x8b\x85b is divisible by 4 (note that the order of the numbers in the pair matters), or reports that, unfortunately for viewers, such a split is impossible.Burenka really likes such performances, so she asked her friend Tonya to be a magician, and also gave him the numbers n and k.Tonya is a wolf, and as you know, wolves do not perform in the circus, even in a mathematical one. Therefore, he asks you to help him. Let him know if a suitable splitting into pairs is possible, and if possible, then tell it." 800
1719A "Chip Game" games,math "Burenka and Tonya are playing an old Buryat game with a chip on a board of n\xc3\x97m cells.At the beginning of the game, the chip is located in the lower left corner of the board. In one move, the player can move the chip to the right or up by any odd number of cells (but you cannot move the chip both to the right and up in one move). The one who cannot make a move loses.Burenka makes the first move, the players take turns. Burenka really wants to win the game, but she is too lazy to come up with a strategy, so you are invited to solve the difficult task of finding it. Name the winner of the game (it is believed that Burenka and Tonya are masters of playing with chips, so they always move in the optimal way).  Chip\'s starting cell is green, the only cell from which chip can\'t move is red. if the chip is in the yellow cell, then blue cells are all options to move the chip in one move." 800
1718F "Burenka, an Array and Queries" "data structures,math,number theory" "Eugene got Burenka an array a of length n of integers from 1 to m for her birthday. Burenka knows that Eugene really likes coprime integers (integers x and y such that they have only one common factor (equal to 1)) so she wants to to ask Eugene q questions about the present. Each time Burenka will choose a subsegment al,al+1,\xe2\x80\xa6,ar of array a, and compute the product of these numbers p=al\xe2\x8b\x85al+1\xe2\x8b\x85\xe2\x80\xa6\xe2\x8b\x85ar. Then she will ask Eugene to count the number of integers between 1 and C inclusive which are coprime with p. Help Eugene answer all the questions!" 3300
1718E Impressionism "constructive algorithms,graphs,implementation,math" "Burenka has two pictures a and b, which are tables of the same size n\xc3\x97m. Each cell of each painting has a color \xe2\x80\x94 a number from 0 to 2\xe2\x8b\x85105, and there are no repeating colors in any row or column of each of the two paintings, except color 0.Burenka wants to get a picture b from the picture a. To achieve her goal, Burenka can perform one of 2 operations: swap any two rows of a or any two of its columns. Tell Burenka if she can fulfill what she wants, and if so, tell her the sequence of actions.The rows are numbered from 1 to n from top to bottom, the columns are numbered from 1 to m from left to right." 3500
1718D "Permutation for Burenka" "data structures,graph matchings,greedy,math,trees" "We call an array a pure if all elements in it are pairwise distinct. For example, an array [1,7,9] is pure, [1,3,3,7] isn\'t, because 3 occurs twice in it.A pure array b is similar to a pure array c if their lengths n are the same and for all pairs of indices l, r, such that 1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n, it\'s true that argmax([bl,bl+1,\xe2\x80\xa6,br])=argmax([cl,cl+1,\xe2\x80\xa6,cr]), where argmax(x) is defined as the index of the largest element in x (which is unique for pure arrays). For example, argmax([3,4,2])=2, argmax([1337,179,57])=1.Recently, Tonya found out that Burenka really likes a permutation p of length n. Tonya decided to please her and give her an array a similar to p. He already fixed some elements of a, but exactly k elements are missing (in these positions temporarily ai=0). It is guaranteed that k\xe2\x89\xa52. Also, he has a set S of k\xe2\x88\x921 numbers.Tonya realized that he was missing one number to fill the empty places of a, so he decided to buy it. He has q options to buy. Tonya thinks that the number d suits him, if it is possible to replace all zeros in a with numbers from S and the number d, so that a becomes a pure array similar to p. For each option of d, output whether this number is suitable for him or not." 3300
1718C "Tonya and Burenka-179" "data structures,greedy,math,number theory" "Tonya was given an array of a of length n written on a postcard for his birthday. For some reason, the postcard turned out to be a cyclic array, so the index of the element located strictly to the right of the n-th is 1. Tonya wanted to study it better, so he bought a robot ""Burenka-179"".A program for Burenka is a pair of numbers (s,k), where 1\xe2\x89\xa4s\xe2\x89\xa4n, 1\xe2\x89\xa4k\xe2\x89\xa4n\xe2\x88\x921. Note that k cannot be equal to n. Initially, Tonya puts the robot in the position of the array s. After that, Burenka makes exactly n steps through the array. If at the beginning of a step Burenka stands in the position i, then the following happens:   The number ai is added to the usefulness of the program.  ""Burenka"" moves k positions to the right (i:=i+k is executed, if i becomes greater than n, then i:=i\xe2\x88\x92n). Help Tonya find the maximum possible usefulness of a program for ""Burenka"" if the initial usefulness of any program is 0.Also, Tony\'s friend Ilyusha asks him to change the array q times. Each time he wants to assign ap:=x for a given index p and a value x. You need to find the maximum possible usefulness of the program after each of these changes." 2400
1718B "Fibonacci Strings" "greedy,implementation,math,number theory" "In all schools in Buryatia, in the 1 class, everyone is told the theory of Fibonacci strings.""A block is a subsegment of a string where all the letters are the same and are bounded on the left and right by the ends of the string or by letters other than the letters in the block. A string is called a Fibonacci string if, when it is divided into blocks, their lengths in the order they appear in the string form the Fibonacci sequence (f0=f1=1, fi=fi\xe2\x88\x922+fi\xe2\x88\x921), starting from the zeroth member of this sequence. A string is called semi-Fibonacci if it possible to reorder its letters to get a Fibonacci string.""Burenka decided to enter the Buryat State University, but at the entrance exam she was given a difficult task. She was given a string consisting of the letters of the Buryat alphabet (which contains exactly k letters), and was asked if the given string is semi-Fibonacci. The string can be very long, so instead of the string, she was given the number of appearances of each letter (ci for the i-th letter) in that string. Unfortunately, Burenka no longer remembers the theory of Fibonacci strings, so without your help she will not pass the exam." 2000
1718A2 "Burenka and Traditions (hard version)" "data structures,dp,greedy" "This is the hard version of this problem. The difference between easy and hard versions is only the constraints on ai and on n. You can make hacks only if both versions of the problem are solved.Burenka is the crown princess of Buryatia, and soon she will become the n-th queen of the country. There is an ancient tradition in Buryatia \xe2\x80\x94 before the coronation, the ruler must show their strength to the inhabitants. To determine the strength of the n-th ruler, the inhabitants of the country give them an array of a of exactly n numbers, after which the ruler must turn all the elements of the array into zeros in the shortest time. The ruler can do the following two-step operation any number of times:   select two indices l and r, so that 1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n and a non-negative integer x, then  for all l\xe2\x89\xa4i\xe2\x89\xa4r assign ai:=ai\xe2\x8a\x95x, where \xe2\x8a\x95 denotes the bitwise XOR operation. It takes \xe2\x8c\x88r\xe2\x88\x92l+12\xe2\x8c\x89 seconds to do this operation, where \xe2\x8c\x88y\xe2\x8c\x89 denotes y rounded up to the nearest integer. Help Burenka calculate how much time she will need." 1900
1718A1 "Burenka and Traditions (easy version)" dp,greedy "This is the easy version of this problem. The difference between easy and hard versions is only the constraints on ai and on n. You can make hacks only if both versions of the problem are solved.Burenka is the crown princess of Buryatia, and soon she will become the n-th queen of the country. There is an ancient tradition in Buryatia \xe2\x80\x94 before the coronation, the ruler must show their strength to the inhabitants. To determine the strength of the n-th ruler, the inhabitants of the country give them an array of a of exactly n numbers, after which the ruler must turn all the elements of the array into zeros in the shortest time. The ruler can do the following two-step operation any number of times:   select two indices l and r, so that 1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa4n and a non-negative integer x, then  for all l\xe2\x89\xa4i\xe2\x89\xa4r assign ai:=ai\xe2\x8a\x95x, where \xe2\x8a\x95 denotes the bitwise XOR operation. It takes \xe2\x8c\x88r\xe2\x88\x92l+12\xe2\x8c\x89 seconds to do this operation, where \xe2\x8c\x88y\xe2\x8c\x89 denotes y rounded up to the nearest integer. Help Burenka calculate how much time she will need." 1800
1717F "Madoka and The First Session" "constructive algorithms,flows,graph matchings,graphs,implementation" "Oh no, on the first exam Madoka got this hard problem:Given integer n and m pairs of integers (vi,ui). Also there is an array b1,b2,\xe2\x80\xa6,bn, initially filled with zeros.Then for each index i, where 1\xe2\x89\xa4i\xe2\x89\xa4m, perform either bvi:=bvi\xe2\x88\x921 and bui:=bui+1, or bvi:=bvi+1 and bui:=bui\xe2\x88\x921. Note that exactly one of these operations should be performed for every i.Also there is an array s of length n consisting of 0 and 1. And there is an array a1,a2,\xe2\x80\xa6,an, where it is guaranteed, that if si=0 holds, then ai=0.Help Madoka and determine whenever it is possible to perform operations in such way that for every i, where si=1 it holds that ai=bi. If it possible you should also provide Madoka with a way to perform operations." 2500
1717E "Madoka and The Best University" "math,number theory" "Madoka wants to enter to ""Novosibirsk State University"", but in the entrance exam she came across a very difficult task:Given an integer n, it is required to calculate \xe2\x88\x91lcm(c,gcd(a,b)), for all triples of positive integers (a,b,c), where a+b+c=n.In this problem gcd(x,y) denotes the greatest common divisor of x and y, and lcm(x,y) denotes the least common multiple of x and y.Solve this problem for Madoka and help her to enter to the best university!" 2200
1717D "Madoka and The Corruption Scheme" "combinatorics,constructive algorithms,greedy,math" "Madoka decided to entrust the organization of a major computer game tournament ""OSU""!In this tournament, matches are held according to the ""Olympic system"". In other words, there are 2n participants in the tournament, numbered with integers from 1 to 2n. There are n rounds in total in the tournament. In the i-th round there are 2n\xe2\x88\x92i matches between two players (one of whom is right, the other is left), after which the winners go further along the tournament grid, and the losing participants are eliminated from the tournament. Herewith, the relative order in the next round does not change. And the winner of the tournament \xe2\x80\x94 is the last remaining participant.But the smaller the participant\'s number, the more he will pay Madoka if he wins, so Madoka wants the participant with the lowest number to win. To do this, she can arrange the participants in the first round as she likes, and also determine for each match who will win \xe2\x80\x94 the participant on the left or right.But Madoka knows that tournament sponsors can change the winner in matches no more than k times. (That is, if the participant on the left won before the change, then the participant on the right will win after the change, and if the participant on the right won, then the participant on the left will win after the change).  So, the first image shows the tournament grid that Madoka made, where the red lines denote who should win the match. And the second one shows the tournament grid, after one change in the outcome of the match by sponsors (a match between 1 and 3 players). Print the minimum possible number of the winner in the tournament, which Madoka can get regardless of changes in sponsors. But since the answer can be very large, output it modulo 109+7. Note that we need to minimize the answer, and only then take it modulo." 1900
