In the second example, you can fire only 1 bullet, so you can kill only one of the two monsters during the 1-st second. Then, the remaining monster moves closer and kills your character." "1100  x17816"
1923A "Moving Chips" "greedy, implementation" "There is a ribbon divided into n cells, numbered from 1 to n from left to right. Each cell either contains a chip or is free.
You can perform the following operation any number of times (possibly zero): choose a chip and move it to the closest free cell to the left. You can choose any chip that you want, provided that there is at least one free cell to the left of it. When you move the chip, the cell where it was before the operation becomes free.
Your goal is to move the chips in such a way that they form a single block, without any free cells between them. What is the minimum number of operations you have to perform?
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa41000) \xe2\x80\x94 the number of test cases.
Each test case consists of two lines:
Additional constraint on the input: in each test case, at least one cell contains a chip.
For each test case, print one integer \xe2\x80\x94 the minimum number of operations you have to perform so that all chips form a single block without any free cells between them.
In the first example, you can perform the operation on the chip in the 7-th cell. The closest free cell to the left is the 5-th cell, so it moves there. After that, all chips form a single block.
In the second example, all chips are already in a single block. Same for the third example." "800  x24793"
1922F "Replace on Segment" "dp, graph matchings" "You are given an array a1,a2,\xe2\x80\xa6,ana1,a2,\xe2\x80\xa6,an, where each element is an integer from 1 to x.
You can perform the following operation with it any number of times:
In other words, you choose a subsegment of the array and an integer from 1 to x which does not appear in that subsegment, and replace every element in the subsegment with that chosen integer.
Your goal is to make all elements in the array equal. What is the minimum number of operations that you have to perform?
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of test cases.
Each test case consists of two lines:
Additional constraint on the input: the sum of n over all test cases does not exceed 500.
For each test case, print one integer \xe2\x80\x94 the minimum number of operations you have to perform." "2500  x1423"
1922E "Increasing Subsequences" "bitmasks, constructive algorithms, divide and conquer, greedy, math" "Let\'s recall that an increasing subsequence of the array a is a sequence that can be obtained from it by removing some elements without changing the order of the remaining elements, and the remaining elements are strictly increasing (i.\xe2\x80\x89e ab1<ab2<\xe2\x8b\xaf<abk and b1<b2<\xe2\x8b\xaf<bk). Note that an empty subsequence is also increasing.
You are given a positive integer X. Your task is to find an array of integers of length at most 200, such that it has exactly X increasing subsequences, or report that there is no such array. If there are several answers, you can print any of them.
If two subsequences consist of the same elements, but correspond to different positions in the array, they are considered different (for example, the array [2,2] has two different subsequences equal to [2]).
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa41000) \xe2\x80\x94 the number of test cases.
The only line of each test case contains a single integer X (2\xe2\x89\xa4X\xe2\x89\xa41018).
For each query, print the answer to it. If it is impossible to find the required array, print -1 on the first line. Otherwise, print a positive integer n on the first line \xe2\x80\x94 the length of the array. On the second line, print n integers \xe2\x80\x94 the required array itself. If there are several answers, you can print any of them. All elements of the array should be in the range [\xe2\x88\x92109;109]." "1800  x7799"
1922D "Berserk Monsters" "brute force, data structures, dsu, implementation, math" "Monocarp is playing a computer game (yet again). Guess what is he doing? That\'s right, killing monsters.
There are n monsters in a row, numbered from 1 to n. The i-th monster has two parameters: attack value equal to ai and defense value equal to di. In order to kill these monsters, Monocarp put a berserk spell on them, so they\'re attacking each other instead of Monocarp\'s character.
The fight consists of n rounds. Every round, the following happens:
For each round, calculate the number of monsters that will die during that round.
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases.
Each test case consists of three lines:
Additional constraint on the input: the sum of n over all test cases does not exceed 3\xe2\x8b\x85105.
For each test case, print n integers. The i-th integer should be equal to the number of monsters that die during the i-th round.
Explanation for the first test case of the example:
During the first round, the following happens:
After the first round, the monsters 1 and 4 stay alive.
During the second round, the following happens:
During the next three rounds, only the 4-th monster is alive, so nothing happens." "1900  x5753"
1922C "Closest Cities" "greedy, implementation, math" "There are nn cities located on the number line, the ii-th city is in the point aiai. The coordinates of the cities are given in ascending order, so a1<a2<\xe2\x8b\xaf<ana1<a2<\xe2\x8b\xaf<an.
The distance between two cities x and y is equal to |ax\xe2\x88\x92ay|.
For each city i, let\'s define the closest city j as the city such that the distance between i and j is not greater than the distance between i and each other city k. For example, if the cities are located in points [0,8,12,15,20], then:
The cities are located in such a way that for every city, the closest city is unique. For example, it is impossible for the cities to be situated in points [1,2,3], since this would mean that the city 2 has two closest cities (1 and 3, both having distance 1).
You can travel between cities. Suppose you are currently in the city x. Then you can perform one of the following actions:
You are given m queries. In each query, you will be given two cities, and you have to calculate the minimum number of coins you have to spend to travel from one city to the other city.
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases.
Each test case is given in the following format:
Additional constraints on the input:
For each query, print one integer \xe2\x80\x94 the minimum number of coins you have to spend.
Let\'s consider the first two queries in the example from the statement:" "1300  x18691"
1922B "Forming Triangles" "combinatorics, constructive algorithms, math, sortings" "You have nn sticks, numbered from 1 to n. The length of the i-th stick is 2ai.
You want to choose exactly 3 sticks out of the given n sticks, and form a non-degenerate triangle out of them, using the sticks as the sides of the triangle. A triangle is called non-degenerate if its area is strictly greater than 0.
You have to calculate the number of ways to choose exactly 3 sticks so that a triangle can be formed out of them. Note that the order of choosing sticks does not matter (for example, choosing the 1-st, 2-nd and 4-th stick is the same as choosing the 2-nd, 4-th and 1-st stick). 
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases.
Each test case consists of two lines:
Additional constraint on the input: the sum of n over all test cases does not exceed 3\xe2\x8b\x85105.
For each test case, print one integer \xe2\x80\x94 the number of ways to choose exactly 3 sticks so that a triangle can be formed out of them.
In the first test case of the example, any three sticks out of the given 7 can be chosen.
In the second test case of the example, you can choose the 1-st, 2-nd and 4-th stick, or the 1-st, 3-rd and 4-th stick.
In the third test case of the example, you cannot form a triangle out of the given sticks with lengths 2, 4 and 8." "1200  x20812"
1922A "Tricky Template" "constructive algorithms, implementation, strings" "You are given an integer n and three strings a,b,c, each consisting of n lowercase Latin letters.
Let a template be a string t consisting of n lowercase and/or uppercase Latin letters. The string s matches the template t if the following conditions hold for all i from 1 to n: 
Accordingly, the string doesn\'t match the template if the condition doesn\'t hold for at least one i.
Determine whether there exists a template t such that the strings a and b match it, while the string c does not.
The first line contains an integer t (1\xe2\x89\xa4t\xe2\x89\xa41000) \xe2\x80\x94 the number of test cases.
The first line of each test case contains an integer n (1\xe2\x89\xa4n\xe2\x89\xa420) \xe2\x80\x94 the length of the given strings.
The next three lines contain the strings a,b and c. Each string consists of exactly n lowercase Latin letters.
For each testcase, print ""YES"" if there exists a template t such that the strings a and b match it, while the string c does not. Otherwise, print ""NO"".
In the first test case, you can use the template ""C"". The first letter of strings a and b differ from \'c\', so they match the template. The first letter of string c equals \'c\', so it doesn\'t match.
In the third test case, you can use the template ""CODEforces""." "800  x27086"
1921G "Mischievous Shooter" "brute force, data structures, divide and conquer, dp, implementation" "Once the mischievous and wayward shooter named Shel found himself on a rectangular field of size n\xc3\x97m, divided into unit squares. Each cell either contains a target or not.
Shel only had a lucky shotgun with him, with which he can shoot in one of the four directions: right-down, left-down, left-up, or right-up. When fired, the shotgun hits all targets in the chosen direction, the Manhattan distance to which does not exceed a fixed constant k. The Manhattan distance between two points (x1,y1) and (x2,y2) is equal to |x1\xe2\x88\x92x2|+|y1\xe2\x88\x92y2|.
Shel\'s goal is to hit as many targets as possible. Please help him find this value.
Each test consists of several test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa41000) \xe2\x80\x94 the number of test cases. Then follows the description of the test cases.
The first line of each test case contains field dimensions n, m, and the constant for the shotgun\'s power k (1\xe2\x89\xa4n,m,k\xe2\x89\xa4105,1\xe2\x89\xa4n\xe2\x8b\x85m\xe2\x89\xa4105).
Each of the next n lines contains m characters \xe2\x80\x94 the description of the next field row, where the character \'.\' means the cell is empty, and the character \'#\' indicates the presence of a target. 
It is guaranteed that the sum of n\xe2\x8b\x85m over all test cases does not exceed 105.
For each test case, output a single integer on a separate line, which is equal to the maximum possible number of hit targets with one shot.
Possible optimal shots for the examples in the statement:" "2200  x1259"
1921F "Sum of Progression" "brute force, data structures, dp, implementation, math" "You are given an array a of n numbers. There are also q queries of the form s,d,k.
For each query q, find the sum of elements as+as+d\xe2\x8b\x852+\xe2\x8b\xaf+as+d\xe2\x8b\x85(k\xe2\x88\x921)\xe2\x8b\x85k. In other words, for each query, it is necessary to find the sum of k elements of the array with indices starting from the s-th, taking steps of size d, multiplying it by the serial number of the element in the resulting sequence.
Each test consists of several testcases. The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of testcases. Next lines contain descriptions of testcases.
The first line of each testcase contains two numbers n,q (1\xe2\x89\xa4n\xe2\x89\xa4105,1\xe2\x89\xa4q\xe2\x89\xa42\xe2\x8b\x85105) \xe2\x80\x94 the number of elements in the array a and the number of queries.
The second line contains n integers a1,...an (\xe2\x88\x92108\xe2\x89\xa4a1,...,an\xe2\x89\xa4108) \xe2\x80\x94 elements of the array a.
The next q lines each contain three integers s, d, and k (1\xe2\x89\xa4s,d,k\xe2\x89\xa4n, s+d\xe2\x8b\x85(k\xe2\x88\x921)\xe2\x89\xa4n ).
It is guaranteed that the sum of n over all testcases does not exceed 105, and that the sum of q over all testcases does not exceed 2\xe2\x8b\x85105.
For each testcase, print q numbers in a separate line \xe2\x80\x94 the desired sums, separated with space." "1900  x3928"
1921E "Eat the Chip" "brute force, games, greedy, math" "Alice and Bob are playing a game on a checkered board. The board has h rows, numbered from top to bottom, and w columns, numbered from left to right. Both players have a chip each. Initially, Alice\'s chip is located at the cell with coordinates (xa,ya) (row xa, column ya), and Bob\'s chip is located at (xb,yb). It is guaranteed that the initial positions of the chips do not coincide. Players take turns making moves, with Alice starting.
On her turn, Alice can move her chip one cell down or one cell down-right or down-left (diagonally). Bob, on the other hand, moves his chip one cell up, up-right, or up-left. It is not allowed to make moves that go beyond the board boundaries.
More formally, if at the beginning of Alice\'s turn she is in the cell with coordinates (xa,ya), then she can move her chip to one of the cells (xa+1,ya), (xa+1,ya\xe2\x88\x921), or (xa+1,ya+1). Bob, on his turn, from the cell (xb,yb) can move to (xb\xe2\x88\x921,yb), (xb\xe2\x88\x921,yb\xe2\x88\x921), or (xb\xe2\x88\x921,yb+1). The new chip coordinates (x\xe2\x80\xb2,y\xe2\x80\xb2) must satisfy the conditions 1\xe2\x89\xa4x\xe2\x80\xb2\xe2\x89\xa4h and 1\xe2\x89\xa4y\xe2\x80\xb2\xe2\x89\xa4w.
A player immediately wins if they place their chip in a cell occupied by the other player\'s chip. If either player cannot make a move (Alice\xe2\x80\x94if she is in the last row, i.e. xa=h, Bob\xe2\x80\x94if he is in the first row, i.e. xb=1), the game immediately ends in a draw.
What will be the outcome of the game if both opponents play optimally?
Each test consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. This is followed by the description of the test cases.
Each test case consists of a single line containing six integers h, w, xa, ya, xb, yb (1\xe2\x89\xa4xa,xb\xe2\x89\xa4h\xe2\x89\xa4106, 1\xe2\x89\xa4ya,yb\xe2\x89\xa4w\xe2\x89\xa4109) \xe2\x80\x94 the dimensions of the board and the initial positions of Alice\'s and Bob\'s chips. It is guaranteed that either xa\xe2\x89\xa0xb or ya\xe2\x89\xa0yb.
It is guaranteed that the sum of h over all test cases does not exceed 106.
For each test case, output ""Alice"" if Alice wins, ""Bob"" if Bob wins, and ""Draw"" if neither player can secure a victory. You can output each letter in any case (lowercase or uppercase). For example, the strings ""bOb"", ""bob"", ""Bob"", and ""BOB"" will be accepted as Bob\'s victory." "1600  x9892"
1921D "Very Different Array" "data structures, greedy, sortings, two pointers" "Petya has an array aiai of nn integers. His brother Vasya became envious and decided to make his own array of nn integers.
To do this, he found mm integers bibi (m\xe2\x89\xa5nm\xe2\x89\xa5n), and now he wants to choose some nn integers of them and arrange them in a certain order to obtain an array cici of length n.
To avoid being similar to his brother, Vasya wants to make his array as different as possible from Petya\'s array. Specifically, he wants the total difference D=\xe2\x88\x91ni=1|ai\xe2\x88\x92ci| to be as large as possible.
Help Vasya find the maximum difference D he can obtain.
Each test consists of multiple test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of test cases. This is followed by a description of the test cases.
The first line of each test case contains two integers n and m (1\xe2\x89\xa4n\xe2\x89\xa4m\xe2\x89\xa42\xe2\x8b\x85105).
The second line of each test case contains n integers ai (1\xe2\x89\xa4ai\xe2\x89\xa4109). The third line of each test case contains m integers bi (1\xe2\x89\xa4bi\xe2\x89\xa4109).
It is guaranteed that in a test, the sum of m over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output a single integer \xe2\x80\x94 the maximum total difference D that can be obtained.
In the first example, Vasya can, for example, create the array (1,5,7,2). Then the total difference will be D=|6\xe2\x88\x921|+|1\xe2\x88\x925|+|2\xe2\x88\x927|+|4\xe2\x88\x922|=5+4+5+2=16.
In the second example, all the integers available to Vasya are equal to 1, so he can only create the array (1,1,1), for which the difference D=0.
In the third example, Vasya can, for example, create the array (5,4,3,2,1). Then the total difference will be D=|1\xe2\x88\x925|+|2\xe2\x88\x924|+|3\xe2\x88\x923|+|4\xe2\x88\x922|+|5\xe2\x88\x921|=4+2+0+2+4=12." "1100  x21791"
1921C "Sending Messages" "greedy, math" "Stepan is a very busy person. Today he needs to send n messages at moments m1,m2,\xe2\x80\xa6mn (mi<mi+1). Unfortunately, by the moment 0, his phone only has f units of charge left. At the moment 0, the phone is turned on.
The phone loses a units of charge for each unit of time it is on. Also, at any moment, Stepan can turn off the phone and turn it on later. This action consumes b units of energy each time. Consider turning on and off to be instantaneous, so you can turn it on at moment x and send a message at the same moment, and vice versa, send a message at moment x and turn off the phone at the same moment.
If at any point the charge level drops to 0 (becomes \xe2\x89\xa40), it is impossible to send a message at that moment.
Since all messages are very important to Stepan, he wants to know if he can send all the messages without the possibility of charging the phone.
The first line of the input contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. This is followed by the descriptions of the test cases.
The first line of each test case contains four integers n, f, a, and b (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105, 1\xe2\x89\xa4f,a,b\xe2\x89\xa4109) \xe2\x80\x94 the number of messages, the initial phone\'s charge, the charge consumption per unit of time, and the consumption when turned off and on sequentially.
The second line of each test case contains n integers m1,m2,\xe2\x80\xa6,mn (1\xe2\x89\xa4mi\xe2\x89\xa4109, mi<mi+1) \xe2\x80\x94 the moments at which messages need to be sent.
It is guaranteed that in a test the sum of n over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output ""YES"" if Stepan can send all the messages, and ""NO"" otherwise.
You can output each letter in any case (lowercase or uppercase). For example, the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be accepted as a positive answer.
In the first test case of the example, at moment 0, the phone\'s charge is 3. When sending a message at moment 3 without turning it off, (3\xe2\x88\x920)\xe2\x8b\x851=3 units of charge will be spent. In this case, the charge will drop to 0 and Stepan will not be able to send the message. When turning off and on, the phone\'s charge will decrease by 5, so it will not be possible to send the message in this way.
In the third test case of the example, at moment 0, the phone\'s charge is 10. The phone loses 1 unit of charge per unit of time, and when turned off and on, it loses 2 units of charge. To send all messages, the following actions can be taken:
The last (sixth) test set of the example may fail if there is an integer overflow in your solution." "900  x29550"
1921B "Arranging Cats" "greedy, implementation" "In order to test the hypothesis about the cats, the scientists must arrange the cats in the boxes in a specific way. Of course, they would like to test the hypothesis and publish a sensational article as quickly as possible, because they are too engrossed in the next hypothesis about the phone\'s battery charge.
Scientists have nn boxes in which cats may or may not sit. Let the current state of the boxes be denoted by the sequence b1,\xe2\x80\xa6,bn: bi=1 if there is a cat in box number i, and bi=0 otherwise. 
Fortunately, the unlimited production of cats has already been established, so in one day, the scientists can perform one of the following operations:
It has also been found that some boxes were immediately filled with cats. Therefore, the scientists know the initial position of the cats in the boxes s1,\xe2\x80\xa6,sn and the desired position f1,\xe2\x80\xa6,fn.
Due to the large amount of paperwork, the scientists do not have time to solve this problem. Help them for the sake of science and indicate the minimum number of days required to test the hypothesis.
Each test consists of several test cases. The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases. This is followed by descriptions of the test cases.
Each test case consists of three lines.
The first line of each test case contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa4105) \xe2\x80\x94 the number of boxes.
The second line of each test case contains a string s of n characters, where the i-th character is \'1\' if there is a cat in the i-th box and \'0\' otherwise.
The third line of each test case contains a string f of n characters, where the i-th character is \'1\' if there should be a cat in the i-th box and \'0\' otherwise.
It is guaranteed that in a test the sum of n over all test cases does not exceed 105.
For each test case, output a single integer on a separate line \xe2\x80\x94 the minimum number of operations required to obtain the desired position from the initial position. It can be shown that a solution always exists.
In the first test case, you can first move the cat from the first box to the fifth, and then remove the cat from the fourth box.
In the second test case, there is nothing to do \xe2\x80\x94 the only cat is already sitting in the correct box.
In the third test case of input data, it takes three days to place a cat in each box." "800  x33942"
1921A Square "greedy, math" "A square of positive (strictly greater than 0) area is located on the coordinate plane, with sides parallel to the coordinate axes. You are given the coordinates of its corners, in random order. Your task is to find the area of the square.
Each test consists of several testcases. The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of testcases. The following is a description of the testcases.
Each testcase contains four lines, each line contains two integers xi,yi (\xe2\x88\x921000\xe2\x89\xa4xi,yi\xe2\x89\xa41000), coordinates of the corners of the square. 
It is guaranteed that there is a square with sides parallel to the coordinate axes, with positive (strictly greater than 0) area, with corners in given points.
For each test case, print a single integer, the area of the square." "800  x43702"
1920F2 "Smooth Sailing (Hard Version)" "binary search, data structures, dsu, geometry, graphs, trees" "The only difference between the two versions of this problem is the constraint on q. You can make hacks only if both versions of the problem are solved.
Thomas is sailing around an island surrounded by the ocean. The ocean and island can be represented by a grid with n rows and m columns. The rows are numbered from 1 to n from top to bottom, and the columns are numbered from 1 to m from left to right. The position of a cell at row r and column c can be represented as (r,c). Below is an example of a valid grid.
There are three types of cells: island, ocean and underwater volcano. Cells representing the island are marked with a \'#\', cells representing the ocean are marked with a \'.\', and cells representing an underwater volcano are marked with a \'v\'. It is guaranteed that there is at least one island cell and at least one underwater volcano cell. It is also guaranteed that the set of all island cells forms a single connected component\xe2\x80\xa0 and the set of all ocean cells and underwater volcano cells forms a single connected component. Additionally, it is guaranteed that there are no island cells at the edge of the grid (that is, at row 1, at row n, at column 1, and at column m).
Define a round trip starting from cell (x,y) as a path Thomas takes which satisfies the following conditions:
The safety of a round trip is the minimum Manhattan distance\xe2\x80\xa1 from a cell on the round trip to an underwater volcano (note that the presence of island cells does not impact this distance).
You have q queries. A query can be represented as (x,y) and for every query, you want to find the maximum safety of a round trip starting from (x,y). It is guaranteed that (x,y) is an ocean cell or an underwater volcano cell.
\xe2\x80\xa0A set of cells forms a single connected component if from any cell of this set it is possible to reach any other cell of this set by moving only through the cells of this set, each time going to a cell with a common side.
\xe2\x80\xa1Manhattan distance between cells (r1,c1) and (r2,c2) is equal to |r1\xe2\x88\x92r2|+|c1\xe2\x88\x92c2|.
The first line contains three integers n, m, and q (3\xe2\x89\xa4n,m\xe2\x89\xa4105, 9\xe2\x89\xa4n\xe2\x8b\x85m\xe2\x89\xa43\xe2\x8b\x85105, 1\xe2\x89\xa4q\xe2\x89\xa43\xe2\x8b\x85105) \xe2\x80\x94 the number of rows and columns of the grid and the number of queries. 
Each of the following n lines contains m characters describing the cells of the grid. The character \'#\' denotes an island cell, \'.\' denotes an ocean cell, and \'v\' denotes an underwater volcano cell.
It is guaranteed that there is at least one island cell and at least one underwater volcano cell. It is guaranteed that the set of all island cells forms a single connected component and the set of all ocean cells and underwater volcano cells forms a single connected component. Also, it is guaranteed that there are no island cells at the edge of the grid (that is, at the row 1, at the row n, at the column 1, and at the column m).
The following q lines describe the queries. Each of these lines contains two integers x and y (1\xe2\x89\xa4x\xe2\x89\xa4n, 1\xe2\x89\xa4y\xe2\x89\xa4m) denoting a round trip starting from (x,y).
It is guaranteed that (x,y) is an ocean cell or an underwater volcano cell.
For each query, output a single integer \xe2\x80\x94 the maximum safety of a round trip starting from the specified position.
For the first example, the image below shows an optimal round trip starting from (1,1). The round trip has a safety of 3 as the minimum Manhattan distance from a cell on the round trip to an underwater volcano is 3.
For the fourth example, remember that it is allowed for Thomas to visit the same cell multiple times in the same round trip. For example, doing so is necessary for the round trip starting from (7,6)." "3000  x536"
1920F1 "Smooth Sailing (Easy Version)" "binary search, brute force, data structures, dfs and similar, dsu, graphs, shortest paths" "The only difference between the two versions of this problem is the constraint on qq. You can make hacks only if both versions of the problem are solved.
Thomas is sailing around an island surrounded by the ocean. The ocean and island can be represented by a grid with nn rows and mm columns. The rows are numbered from 11 to nn from top to bottom, and the columns are numbered from 11 to mm from left to right. The position of a cell at row rr and column cc can be represented as (r,c)(r,c). Below is an example of a valid grid.
There are three types of cells: island, ocean and underwater volcano. Cells representing the island are marked with a \'#\', cells representing the ocean are marked with a \'.\', and cells representing an underwater volcano are marked with a \'v\'. It is guaranteed that there is at least one island cell and at least one underwater volcano cell. It is also guaranteed that the set of all island cells forms a single connected component\xe2\x80\xa0 and the set of all ocean cells and underwater volcano cells forms a single connected component. Additionally, it is guaranteed that there are no island cells at the edge of the grid (that is, at row 1, at row n, at column 1, and at column m).
