Bob was very pleased with the gift, as it allowed him to instantly compute the XOR of all interesting integers in any range from l to r, inclusive. After all, what else does a person need for happiness? Unfortunately, the device was so powerful that at one point it performed XOR with itself and disappeared. Bob was very upset, and to cheer him up, Alice asked you to write your version of the ""XORificator"".
The first line of input contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of XOR queries on the segment. The following t lines contain the queries, each consisting of the integers l, r, i, k (1\xe2\x89\xa4l\xe2\x89\xa4r\xe2\x89\xa41018, 0\xe2\x89\xa4i\xe2\x89\xa430, 0\xe2\x89\xa4k<2i).
For each query, output a single integer \xe2\x80\x94 the XOR of all integers x in the range [l,r] such that x\xe2\x89\xa2kmod2i.
In the first query, the interesting integers in the range [1,3] are 1 and 3, so the answer will be 1\xe2\x8a\x953=2." "1900  x3097"
    
2036E "Reverse the Rivers" "binary search, constructive algorithms, data structures, greedy" "A conspiracy of ancient sages, who decided to redirect rivers for their own convenience, has put the world on the brink. But before implementing their grand plan, they decided to carefully think through their strategy \xe2\x80\x94 that\'s what sages do.
There are n countries, each with exactly k regions. For the j-th region of the i-th country, they calculated the value ai,j, which reflects the amount of water in it.
The sages intend to create channels between the j-th region of the i-th country and the j-th region of the (i+1)-th country for all 1\xe2\x89\xa4i\xe2\x89\xa4(n\xe2\x88\x921) and for all 1\xe2\x89\xa4j\xe2\x89\xa4k. 
Since all n countries are on a large slope, water flows towards the country with the highest number. According to the sages\' predictions, after the channel system is created, the new value of the j-th region of the i-th country will be bi,j=a1,j|a2,j|...|ai,j, where | denotes the bitwise ""OR"" operation.
After the redistribution of water, the sages aim to choose the most suitable country for living, so they will send you q queries for consideration.
Each query will contain m requirements. 
Each requirement contains three parameters: the region number r, the sign o (either ""<"" or "">""), and the value c. If o = ""<"", then in the r-th region of the country you choose, the new value must be strictly less than the limit c, and if o = "">"", it must be strictly greater.
In other words, the chosen country i must satisfy all m requirements. If in the current requirement o = ""<"", then it must hold that bi,r<c, and if o = "">"", then bi,r>c.
In response to each query, you should output a single integer \xe2\x80\x94 the number of the suitable country. If there are multiple such countries, output the smallest one. If no such country exists, output \xe2\x88\x921.
The first line contains three integers n, k, and q (1\xe2\x89\xa4n,k,q\xe2\x89\xa4105) \xe2\x80\x94 the number of countries, regions, and queries, respectively.
Next, there are n lines, where the i-th line contains k integers ai,1,ai,2,\xe2\x80\xa6,ai,k (1\xe2\x89\xa4ai,j\xe2\x89\xa4109), where ai,j is the value of the j-th region of the i-th country.
Then, q queries are described.
The first line of each query contains a single integer m (1\xe2\x89\xa4m\xe2\x89\xa4105) \xe2\x80\x94 the number of requirements.
Then follow m lines, each containing an integer r, a character o, and an integer c (1\xe2\x89\xa4r\xe2\x89\xa4k, 0\xe2\x89\xa4c\xe2\x89\xa42\xe2\x8b\x85109), where r and c are the region number and the value, and o is either ""<"" or "">"" \xe2\x80\x94 the sign.
It is guaranteed that n\xe2\x8b\x85k does not exceed 105 and that the sum of m across all queries also does not exceed 105.
For each query, output a single integer on a new line \xe2\x80\x94 the smallest number of the suitable country, or \xe2\x88\x921 if no such country exists.
In the example, the initial values of the regions are as follows:
After creating the channels, the new values will look like this:
In the first query, it is necessary to output the minimum country number (i.e., row) where, after the redistribution of water in the first region (i.e., column), the new value will be greater than four and less than six, and in the second region it will be less than eight. Only the country with number 2 meets these requirements.
In the second query, there are no countries that meet the specified requirements.
In the third query, only the country with number 3 is suitable.
In the fourth query, all three countries meet the conditions, so the answer is the smallest number 1." "1600  x6075"
    
2036D "I Love 1543" "brute force, implementation, matrices" "One morning, Polycarp woke up and realized that 1543 is the most favorite number in his life.
The first thing that Polycarp saw that day as soon as he opened his eyes was a large wall carpet of size n by m cells; n and m are even integers. Each cell contains one of the digits from 0 to 9.
Polycarp became curious about how many times the number 1543 would appear in all layers\xe2\x88\x97 of the carpet when traversed clockwise.
\xe2\x88\x97The first layer of a carpet of size n\xc3\x97m is defined as a closed strip of length 2\xe2\x8b\x85(n+m\xe2\x88\x922) and thickness of 1 element, surrounding its outer part. Each subsequent layer is defined as the first layer of the carpet obtained by removing all previous layers from the original carpet.
The first line of the input contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100) \xe2\x80\x94 the number of test cases. The following lines describe the test cases.
The first line of each test case contains a pair of numbers n and m (2\xe2\x89\xa4n,m\xe2\x89\xa4103, n,m�\xe2\x80\x94 even integers).
This is followed by n lines of length m, consisting of digits from 0 to 9 \xe2\x80\x94 the description of the carpet.
It is guaranteed that the sum of n\xe2\x8b\x85m across all test cases does not exceed 106.
For each test case, output a single number \xe2\x80\x94 the total number of times 1543 appears in all layers of the carpet in the order of traversal clockwise." "1300  x10983"
    
2036C "Anya and 1100" "brute force, implementation" "While rummaging through things in a distant drawer, Anya found a beautiful string s consisting only of zeros and ones.
Now she wants to make it even more beautiful by performing q operations on it.
Each operation is described by two integers i (1\xe2\x89\xa4i\xe2\x89\xa4|s|) and v (v\xe2\x88\x88{0,1}) and means that the i-th character of the string is assigned the value v (that is, the assignment si=v is performed).
But Anya loves the number 1100, so after each query, she asks you to tell her whether the substring ""1100"" is present in her string (i.e. there exist such 1\xe2\x89\xa4i\xe2\x89\xa4|s|\xe2\x88\x923 that sisi+1si+2si+3=1100).
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases.
The first line of the test case contains the string s (1\xe2\x89\xa4|s|\xe2\x89\xa42\xe2\x8b\x85105), consisting only of the characters ""0"" and ""1"". Here |s| denotes the length of the string s.
The next line contains an integer q (1\xe2\x89\xa4q\xe2\x89\xa42\xe2\x8b\x85105) \xe2\x80\x94 the number of queries.
The following q lines contain two integers i (1\xe2\x89\xa4i\xe2\x89\xa4|s|) and v (v\xe2\x88\x88{0,1}), describing the query.
It is guaranteed that the sum of |s| across all test cases does not exceed 2\xe2\x8b\x85105. It is also guaranteed that the sum of q across all test cases does not exceed 2\xe2\x8b\x85105.
For each query, output ""YES"", if ""1100"" is present in Anya\'s string; otherwise, output ""NO"".
You can output the answer in any case (upper or lower). For example, the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be recognized as positive responses." "1100  x15603"
    
2036B Startup "greedy, sortings" "Arseniy came up with another business plan \xe2\x80\x94 to sell soda from a vending machine! For this, he purchased a machine with n shelves, as well as k bottles, where the i-th bottle is characterized by the brand index bi and the cost ci. 
You can place any number of bottles on each shelf, but all bottles on the same shelf must be of the same brand.
Arseniy knows that all the bottles he puts on the shelves of the machine will be sold. Therefore, he asked you to calculate the maximum amount he can earn.
The first line contains one integer t (1\xe2\x89\xa4t\xe2\x89\xa4104) \xe2\x80\x94 the number of test cases.
The first line of each test case contains two integers n and k (1\xe2\x89\xa4n,k\xe2\x89\xa42\xe2\x8b\x85105), where n is the number of shelves in the machine, and k is the number of bottles available to Arseniy.
The next k lines contain two integers bi and ci (1\xe2\x89\xa4bi\xe2\x89\xa4k,1\xe2\x89\xa4ci\xe2\x89\xa41000) \xe2\x80\x94 the brand and cost of the i-th bottle.
It is also guaranteed that the sum of n across all test cases does not exceed 2\xe2\x8b\x85105 and that the sum of k across all test cases also does not exceed 2\xe2\x8b\x85105.
For each test case, output one integer \xe2\x80\x94 the maximum amount that Arseniy can earn.
In the first test case, Arseniy has 3 shelves in the vending machine. He can place, for example, two bottles of the brand 2 on the first shelf and a bottle of the brand 1 on the second shelf. Then the total cost of the bottles would be 6+7+15=28.
In the second test case, he has only one shelf. It is not difficult to show that the optimal option is to place a bottle of the brand 1 on it. Then the total cost will be 15.
In the third test case, he has as many as 6 shelves, so he can place all available bottles with a total cost of 7+5=12." "800  x21952"
    
2036A Quintomania implementation "Boris Notkin composes melodies. He represents them as a sequence of notes, where each note is encoded as an integer from 0 to 127 inclusive. The interval between two notes a and b is equal to |a\xe2\x88\x92b| semitones.
Boris considers a melody perfect if the interval between each two adjacent notes is either 5 semitones or 7 semitones.
After composing his latest melodies, he enthusiastically shows you his collection of works. Help Boris Notkin understand whether his melodies are perfect.
The first line contains an integer t (1\xe2\x89\xa4t\xe2\x89\xa41000) \xe2\x80\x94 the number of melodies.
Each melody is described by two lines. 
The first line contains an integer n (2\xe2\x89\xa4n\xe2\x89\xa450) \xe2\x80\x94 the number of notes in the melody.
The second line contains n integers a1,a2,\xe2\x80\xa6,an (0\xe2\x89\xa4ai\xe2\x89\xa4127) \xe2\x80\x94 the notes of the melody.
For each melody, output ""YES"", if it is perfect; otherwise, output ""NO"".
You can output the answer in any case (upper or lower). For example, the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be recognized as positive responses." "800  x29171"
    
2035H "Peak Productivity Forces" "constructive algorithms" "You are given two permutations\xe2\x88\x97\xe2\x88\x97 aa and bb, both of length nn.
You can perform the following three-step operation on permutation aa: 
After the operation, a1,a2,\xe2\x80\xa6,ai\xe2\x88\x922,ai\xe2\x88\x921,ai,ai+1,ai+2,\xe2\x80\xa6,an\xe2\x88\x921,ana1,a2,\xe2\x80\xa6,ai\xe2\x88\x922,ai\xe2\x88\x921,ai,ai+1,ai+2,\xe2\x80\xa6,an\xe2\x88\x921,an is transformed into ai\xe2\x88\x921,a1,\xe2\x80\xa6,ai\xe2\x88\x923,ai\xe2\x88\x922,ai,an,ai+1,\xe2\x80\xa6,an\xe2\x88\x922,an\xe2\x88\x921ai\xe2\x88\x921,a1,\xe2\x80\xa6,ai\xe2\x88\x923,ai\xe2\x88\x922,ai,an,ai+1,\xe2\x80\xa6,an\xe2\x88\x922,an\xe2\x88\x921.
Here are some examples of operations done on the identity permutation [1,2,3,4,5,6,7][1,2,3,4,5,6,7] of length 77: 
Find a construction using at most 2n2n operations to make aa equal to bb or print \xe2\x88\x921\xe2\x88\x921 if it is impossible. The number of operations does not need to be minimized. It can be shown that if it is possible to make aa equal to bb, it is possible to do this within 2n2n operations. 
\xe2\x88\x97\xe2\x88\x97A permutation of length nn is an array consisting of nn distinct integers from 11 to nn in arbitrary order. For example, [2,3,1,5,4][2,3,1,5,4] is a permutation, but [1,2,2][1,2,2] is not a permutation (22 appears twice in the array), and [1,3,4][1,3,4] is also not a permutation (n=3n=3 but there is 44 in the array).
The first line contains a single integer tt (1\xe2\x89\xa4t\xe2\x89\xa45\xe2\x8b\x851041\xe2\x89\xa4t\xe2\x89\xa45\xe2\x8b\x85104)�\xe2\x80\x94 the number of test cases.
The first line of each test case contains a single integer nn (1\xe2\x89\xa4n\xe2\x89\xa45\xe2\x8b\x851051\xe2\x89\xa4n\xe2\x89\xa45\xe2\x8b\x85105)�\xe2\x80\x94 the lengths of permutations aa and bb.
The second line of each test case contains nn integers a1,a2,\xe2\x80\xa6,ana1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4n1\xe2\x89\xa4ai\xe2\x89\xa4n)�\xe2\x80\x94 the values of permutation aa.
The third line of each test case contains nn integers b1,b2,\xe2\x80\xa6,bnb1,b2,\xe2\x80\xa6,bn (1\xe2\x89\xa4bi\xe2\x89\xa4n1\xe2\x89\xa4bi\xe2\x89\xa4n)�\xe2\x80\x94 the values of permutation bb.
It is guaranteed that the sum of nn over all test cases will not exceed 5\xe2\x8b\x851055\xe2\x8b\x85105.
For each test case:
If there is a sequence of operations to transform aa into bb, output a single integer qq (0\xe2\x89\xa4q\xe2\x89\xa42n0\xe2\x89\xa4q\xe2\x89\xa42n)�\xe2\x80\x94 the number of operations in the first line and qq integers with the ii-th number representing the index of the ii-th operation in the second line.
If there is no sequence of operations, output \xe2\x88\x921\xe2\x88\x921 in the only line.
In the first case, you can do no operation since a=ba=b.
In the second case, it can be proved aa can not be transformed into bb.
In the third case, aa is transformed into [2,3,1][2,3,1] after the first operation and into bb after the second operation." "3500  x52"
    
2035G2 "Go Learn! (Hard Version)" "divide and conquer, dp" "The differences between the easy and hard versions are the constraints on n and the sum of n. In this version, n\xe2\x89\xa43\xe2\x8b\x85105 and the sum of n does not exceed 106. You can only make hacks if both versions are solved. 
Well, well, well, let\'s see how Bessie is managing her finances. She seems to be in the trenches! Fortunately, she is applying for a job at Moogle to resolve this issue. Moogle interviews require intensive knowledge of obscure algorithms and complex data structures, but Bessie received a tip-off from an LGM on exactly what she has to go learn.
Bessie wrote the following code to binary search for a certain element k in a possibly unsorted array [a1,a2,\xe2\x80\xa6,an] with n elements.
Bessie submitted her code to Farmer John\'s problem with m (1\xe2\x89\xa4m\xe2\x89\xa4n) tests. The i-th test is of the form (xi,ki) (1\xe2\x89\xa4x,k\xe2\x89\xa4n). It is guaranteed all the xi are distinct and all the ki are distinct.
Test i is correct if the following hold:
It might not be possible for all m tests to be correct on the same array, so Farmer John will remove some of them so Bessie can AC. Let r be the minimum of tests removed so that there exists an array [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n so that all remaining tests are correct. 
In addition to finding r, Farmer John wants you to count the number of arrays [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n such that there exists a way to remove exactly r tests so that all the remaining tests are correct. Since this number may be very large, please find it modulo 998244353.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104)�\xe2\x80\x94 the number of test cases.
The first line of each test case contains two integers n and m (1\xe2\x89\xa4m\xe2\x89\xa4n\xe2\x89\xa43\xe2\x8b\x85105) denoting the number of the array and the number of tests.
The following m lines each contain two integers, describing the tests. The i-th line contains two integers xi and ki (1\xe2\x89\xa4xi,ki\xe2\x89\xa4n) denoting the index and value of the test. It is guaranteed all xi are distinct and all ki are distinct.
It is guaranteed the sum of n across all test cases does not exceed 106.
For each test case, output two integers, r�\xe2\x80\x94 the minimum of tests removed so that there exists an array so that all remaining tests are correct, and the number of arrays such that it is possible to remove r tests to make all remaining tests correct modulo 998244353.
Consider the first example.
In the first test case, the array [1,2,2,3,4] satisfies all m tests, so the minimum number of tests Bessie has to remove is 0. Note that this is also the only array that satisfies all m tests. 
In the second test case, the minimum number of tests Bessie has to remove is 1. The only test Bessie can remove is (2,5). If Bessie removes test (2,5), then the arrays satisfying the remaining m\xe2\x88\x921 tests are [2,2,3,1,4], [2,2,3,2,4], [2,2,3,3,4]." "3500  x72"
    
2035G1 "Go Learn! (Easy Version)" "dp, trees" "The differences between the easy and hard versions are the constraints on nn and the sum of nn. In this version, n\xe2\x89\xa43000n\xe2\x89\xa43000 and the sum of nn does not exceed 104104. You can only make hacks if both versions are solved. 
Well, well, well, let\'s see how Bessie is managing her finances. She seems to be in the trenches! Fortunately, she is applying for a job at Moogle to resolve this issue. Moogle interviews require intensive knowledge of obscure algorithms and complex data structures, but Bessie received a tip-off from an LGM on exactly what she has to go learn.
Bessie wrote the following code to binary search for a certain element kk in a possibly unsorted array [a1,a2,\xe2\x80\xa6,an][a1,a2,\xe2\x80\xa6,an] with nn elements.
Bessie submitted her code to Farmer John\'s problem with mm (1\xe2\x89\xa4m\xe2\x89\xa4n1\xe2\x89\xa4m\xe2\x89\xa4n) tests. The ii-th test is of the form (xi,ki)(xi,ki) (1\xe2\x89\xa4x,k\xe2\x89\xa4n1\xe2\x89\xa4x,k\xe2\x89\xa4n). It is guaranteed all the xixi are distinct and all the kiki are distinct.
Test ii is correct if the following hold:
It might not be possible for all mm tests to be correct on the same array, so Farmer John will remove some of them so Bessie can AC. Let rr be the minimum of tests removed so that there exists an array [a1,a2,\xe2\x80\xa6,an][a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n1\xe2\x89\xa4ai\xe2\x89\xa4n so that all remaining tests are correct. 
In addition to finding rr, Farmer John wants you to count the number of arrays [a1,a2,\xe2\x80\xa6,an][a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n1\xe2\x89\xa4ai\xe2\x89\xa4n such that there exists a way to remove exactly rr tests so that all the remaining tests are correct. Since this number may be very large, please find it modulo 998244353998244353.
The first line contains a single integer tt (1\xe2\x89\xa4t\xe2\x89\xa41041\xe2\x89\xa4t\xe2\x89\xa4104)�\xe2\x80\x94 the number of test cases.
The first line of each test case contains two integers nn and mm (1\xe2\x89\xa4m\xe2\x89\xa4n\xe2\x89\xa430001\xe2\x89\xa4m\xe2\x89\xa4n\xe2\x89\xa43000) denoting the number of the array and the number of tests.
The following mm lines each contain two integers, describing the tests. The ii-th line contains two integers xixi and kiki (1\xe2\x89\xa4xi,ki\xe2\x89\xa4n1\xe2\x89\xa4xi,ki\xe2\x89\xa4n) denoting the index and value of the test. It is guaranteed all xixi are distinct and all kiki are distinct.
It is guaranteed the sum of nn across all test cases does not exceed 104104.
For each test case, output two integers, rr�\xe2\x80\x94 the minimum of tests removed so that there exists an array so that all remaining tests are correct, and the number of arrays such that it is possible to remove rr tests to make all remaining tests correct modulo 998244353998244353.
Consider the first example.
In the first test case, the array [1,2,2,3,4][1,2,2,3,4] satisfies all mm tests, so the minimum number of tests Bessie has to remove is 00. Note that this is also the only array that satisfies all mm tests. 
In the second test case, the minimum number of tests Bessie has to remove is 11. The only test Bessie can remove is (2,5)(2,5). If Bessie removes test (2,5)(2,5), then the arrays satisfying the remaining m\xe2\x88\x921m\xe2\x88\x921 tests are [2,2,3,1,4][2,2,3,1,4], [2,2,3,2,4][2,2,3,2,4], [2,2,3,3,4][2,2,3,3,4]." "3300  x127"
    
2035F "Tree Operations" "binary search, brute force, dfs and similar, dp, trees" "One day, a turtle gives you a tree with n nodes rooted at node x. Each node has an initial nonnegative value; the i-th node has starting value ai.
You want to make the values of all nodes equal to 0. To do so, you will perform a series of operations on the tree, where each operation will be performed on a certain node. Define an operation on node u as choosing a single node in u\'s subtree\xe2\x88\x97 and incrementing or decrementing its value by 1. The order in which operations are performed on nodes is as follows:
More formally, the i-th operation will be performed on the (((i\xe2\x88\x921)modn)+1)-th node.\xe2\x80\xa0
Note that you cannot skip over operations; that is, you cannot perform the i-th operation without first performing operations 1,2,\xe2\x80\xa6,i\xe2\x88\x921.
Find the minimum number of operations you must perform before you can make the values of all nodes equal to 0, assuming you pick operations optimally. If it\'s impossible to make the values of all nodes equal to 0 after finite operations, output \xe2\x88\x921.
\xe2\x88\x97The subtree of a node u is the set of nodes for which u lies on the shortest path from this node to the root, including u itself.
\xe2\x80\xa0Here, amodb denotes the remainder from dividing a by b.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100)�\xe2\x80\x94 the number of test cases.
The first line of each test case contains two integers n and x (1\xe2\x89\xa4n\xe2\x89\xa42000, 1\xe2\x89\xa4x\xe2\x89\xa4n)�\xe2\x80\x94 the number of nodes and the root of the tree.
The second line of each test case contains n integers a1,a2,\xe2\x80\xa6,an (0\xe2\x89\xa4ai\xe2\x89\xa4109)�\xe2\x80\x94 the starting value of each node.
Each of the next n\xe2\x88\x921 lines of each test case contains two integers u and v (1\xe2\x89\xa4u,v\xe2\x89\xa4n, u\xe2\x89\xa0v) representing an undirected edge from u to v. It is guaranteed that the given edges form a tree.
It is guaranteed that the sum of n over all test cases does not exceed 2000.
For each test case, output a single integer denoting the minimum amount of operations needed to make all nodes 0. If it\'s impossible to make all nodes 0, output \xe2\x88\x921.
In the first test case, you can make the following valid sequence of operations: " "2500  x753"
    
2035E Monster "binary search, brute force, constructive algorithms, greedy, implementation, math, ternary search" "You are fighting a monster with z health using a weapon with d damage. Initially, d=0. You can perform the following operations.
You cannot perform the first operation for more than k times in a row.
Find the minimum number of coins needed to defeat the monster by dealing at least z damage.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4100)�\xe2\x80\x94 the number of test cases.
The only line of each test case contains 4 integers x, y, z, and k (1\xe2\x89\xa4x,y,z,k\xe2\x89\xa4108)�\xe2\x80\x94 the first operation\'s cost, the second operation\'s cost, the monster\'s health, and the limitation on the first operation.
For each test case, output the minimum number of coins needed to defeat the monster.
In the first test case, x=2, y=3, z=5, and k=5. Here\'s a strategy that achieves the lowest possible cost of 12 coins: 
You deal a total of 3+3=6 damage, defeating the monster who has 5 health. The total number of coins you use is 2+2+2+3+3=12 coins. 
In the second test case, x=10, y=20, z=40, and k=5. Here\'s a strategy that achieves the lowest possible cost of 190 coins: 
You deal a total of 5+35=40 damage, defeating the monster who has exactly 40 health. The total number of coins you use is 50+20+20+100=190 coins. " "2300  x1457"
    
2035D "Yet Another Real Number Problem" "binary search, data structures, divide and conquer, greedy, implementation, math" "You are given an array b of length m. You can perform the following operation any number of times (possibly zero): 
Since this problem is too easy, you are given an array a of length n and need to solve the problem for each prefix of a.
In other words, denoting the maximum sum of b after performing any number of such operations as f(b), you need to output f([a1]), f([a1,a2]), \xe2\x80\xa6, f([a1,a2,\xe2\x80\xa6,an]) modulo 109+7 respectively.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104)�\xe2\x80\x94 the number of test cases.
The first line of each test case contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105)�\xe2\x80\x94 the length of a.
The second line contains n integers a1,a2,\xe2\x80\xa6,an (1\xe2\x89\xa4ai\xe2\x89\xa4109)�\xe2\x80\x94 the starting values of array a.
It is guaranteed that the sum of n over all test cases will not exceed 2\xe2\x8b\x85105.
For each test case, output n integers representing the answer for each prefix of a modulo 109+7.
For each prefix in the first example, a possible array after operations is: " "1800  x4304"
    
2035C "Alya and Permutation" "bitmasks, constructive algorithms, math" "Alya has been given a hard problem. Unfortunately, she is too busy running for student council. Please solve this problem for her.
Given an integer n, construct a permutation p of integers 1,2,\xe2\x80\xa6,n that maximizes the value of k (which is initially 0) after the following process.
Perform n operations, on the i-th operation (i=1,2,\xe2\x80\xa6,n),
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4500)�\xe2\x80\x94 the number of test cases.
The only line of each test case contains a single integer n (5\xe2\x89\xa4n\xe2\x89\xa42\xe2\x8b\x85105)�\xe2\x80\x94 the length of the permutation.
It is guaranteed that the sum of n over all test cases does not exceed 2\xe2\x8b\x85105.
For each test case, output the maximum value of k in the first line and output the permutation p1,p2,\xe2\x80\xa6,pn in the second line.
If there are multiple such permutations, output any.
For the first test case, the value of k is determined as follows:
k=0 initially.
The final value of k is 5. It can be shown that the final value of k is at most 5 for all permutations of length 5. Another valid output is [2,3,1,4,5].
For the second test case, the final value of k is 7. It can be shown that the final value of k is at most 7 for all permutations of length 6. Other valid outputs include [2,4,1,6,3,5] and [5,2,6,1,3,4]." "1400  x7767"
    
2035B "Everyone Loves Tres" "constructive algorithms, greedy, math, number theory" "Given a positive integer n. Find the smallest integer whose decimal representation has length n and consists only of 3s and 6s such that it is divisible by both 33 and 66. If no such integer exists, print \xe2\x88\x921.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4500)�\xe2\x80\x94 the number of test cases.
The only line of each test case contains a single integer n (1\xe2\x89\xa4n\xe2\x89\xa4500)�\xe2\x80\x94 the length of the decimal representation.
For each test case, output the smallest required integer if such an integer exists and \xe2\x88\x921 otherwise.
For n=1, no such integer exists as neither 3 nor 6 is divisible by 33.
For n=2, 66 consists only of 6s and it is divisible by both 33 and 66.
For n=3, no such integer exists. Only 363 is divisible by 33, but it is not divisible by 66.
For n=4, 3366 and 6666 are divisible by both 33 and 66, and 3366 is the smallest." "900  x14128"
    
2035A Sliding "implementation, math" "There are n rows of m people. Let the position in the r-th row and the c-th column be denoted by (r,c). Number each person starting from 1 in row-major order, i.e., the person numbered (r\xe2\x88\x921)\xe2\x8b\x85m+c is initially at (r,c).
The person at (r,c) decides to leave. To fill the gap, let the person who left be numbered i. Each person numbered j>i will move to the position where the person numbered j\xe2\x88\x921 is initially at. The following diagram illustrates the case where n=2, m=3, r=1, and c=2. 
Calculate the sum of the Manhattan distances of each person\'s movement. If a person was initially at (r0,c0) and then moved to (r1,c1), the Manhattan distance is |r0\xe2\x88\x92r1|+|c0\xe2\x88\x92c1|.
The first line contains a single integer t (1\xe2\x89\xa4t\xe2\x89\xa4104)�\xe2\x80\x94 the number of test cases.
The only line of each testcase contains 4 integers n, m, r, and c (1\xe2\x89\xa4r\xe2\x89\xa4n\xe2\x89\xa4106, 1\xe2\x89\xa4c\xe2\x89\xa4m\xe2\x89\xa4106), where n is the number of rows, m is the number of columns, and (r,c) is the position where the person who left is initially at.
For each test case, output a single integer denoting the sum of the Manhattan distances.
For the first test case, the person numbered 2 leaves, and the distances of the movements of the person numbered 3, 4, 5, and 6 are 1, 3, 1, and 1, respectively. So the answer is 1+3+1+1=6.
For the second test case, the person numbered 3 leaves, and the person numbered 4 moves. The answer is 1." "800  x14511"
    
2033G "Sakurako and Chefir" "data structures, dfs and similar, dp, greedy, trees" "Given a tree with n vertices rooted at vertex 1. While walking through it with her cat Chefir, Sakurako got distracted, and Chefir ran away.
To help Sakurako, Kosuke recorded his q guesses. In the i-th guess, he assumes that Chefir got lost at vertex vi and had ki stamina.
Also, for each guess, Kosuke assumes that Chefir could move along the edges an arbitrary number of times:
